0,1,2
147590#,670#,7237#
149020#,610#,7229#
151720#,420#,7216#
155020#,400#,7202#
159460#,600#,7183#
148420#,600#,7239#
150510#,600#,7229#
150320#,750#,7227#
153890#,530#,7212#
155650#,580#,7202#
161240#,400#,7180#
152400#,600#,7225#
153270#,490#,7220#
155330#,770#,7209#
157950#,400#,7197#
161810#,300#,7181#
155460#,450#,7218#
154790#,300#,7217#
157740#,590#,7204#
158830#,550#,7197#
163730#,400#,7177#
157830#,500#,7210#
159380#,680#,7201#
161340#,620#,7192#
164560#,440#,7177#
159460#,500#,7207#
161970#,500#,7195#
162420#,760#,7191#
166590#,530#,7173#
168780#,660#,7163#
163730#,600#,7192#
165090#,510#,7185#
167770#,780#,7172#
170930#,400#,7159#
166510#,460#,7185#
166450#,700#,7183#
169960#,590#,7168#
171610#,550#,7159#
169370#,700#,7176#
171460#,710#,7166#
173930#,620#,7155#
177750#,440#,7139#
170930#,700#,7174#
173970#,700#,7160#
174920#,760#,7154#
179670#,540#,7135#
175550#,500#,7158#
177470#,510#,7149#
180680#,780#,7135#
184460#,500#,7119#
178320#,470#,7152#
178730#,700#,7147#
182790#,590#,7131#
185030#,550#,7120#
181500#,700#,7141#
184180#,740#,7129#
187240#,620#,7116#
191650#,600#,7098#
186600#,700#,7124#
188130#,760#,7116#
193620#,670#,7095#
190570#,520#,7111#
194430#,780#,7095#
198800#,710#,7078#
196400#,590#,7092#
199320#,550#,7079#
201370#,660#,7076#
