N,Z,A,mass_xx_kev,mass_xx_uncert,bea_kev,A,atom_mass_muu,atom_mass_uncert
74,51,125,-88255.1,2.5,8458.161,124,905254.3,2.7
73,52,125,-89021.8,1.4,8458.036,124,904431.2,1.5
72,53,125,-88836.0,1.4,8450.291,124,904630.6,1.5
71,54,125,-87199.4,1.4,8430.939,124,906387.6,1.5
70,55,125,-84090,8,8399.80,124,909726,8
69,56,125,-79669,11,8358.18,124,914472,12
68,57,125,-73759,26,8304.64,124,920816,28
67,58,125,-66660#,200#,8242#,124,928440#,210#
66,59,125,-58070#,300#,8167#,124,937660#,320#
65,60,125,-48070#,400#,8080#,124,948400#,430#
81,45,126,-37200#,500#,8087#,125,960060#,540#
80,46,126,-51790#,400#,8197#,125,944400#,430#
79,47,126,-60720#,200#,8261#,125,934810#,220#
78,48,126,-72255.7,2.3,8346.739,125,922430.3,2.5
77,49,126,-77809,4,8384.61,125,916468,5
76,50,126,-86015,11,8443.52,125,907659,11
75,51,126,-86390,30,8440.31,125,907250,30
74,52,126,-90064.2,1.4,8463.240,125,903312.1,1.5
73,53,126,-87910,4,8439.938,125,905624,4
72,54,126,-89146.387,0.006,8443.538,125,904297.422,0.006
71,55,126,-84351,10,8399.27,125,909446,11
70,56,126,-82670,12,8379.72,125,911250,13
69,57,126,-74970,90,8312.4,125,919510,100
68,58,126,-70821,28,8273.26,125,923970,30
67,59,126,-60320#,200#,8184#,125,935240#,210#
66,60,126,-53380#,300#,8122#,125,942690#,320#
65,61,126,-39750#,500#,8008#,125,957330#,540#
82,45,127,-33730#,600#,8060#,126,963790#,640#
81,46,127,-47220#,500#,8160#,126,949310#,540#
80,47,127,-58650#,200#,8244#,126,937040#,220#
79,48,127,-68741,6,8316.90,126,926203,7
78,49,127,-76880,10,8374.82,126,917466,11
77,50,127,-83470,9,8420.55,126,910392,10
76,51,127,-86698,5,8439.81,126,906926,5
75,52,127,-88280.5,1.4,8446.109,126,905227.0,1.5
74,53,127,-88983,4,8445.482,126,904473,4
73,54,127,-88321,4,8434.11,126,905184,4
72,55,127,-86240,6,8411.56,126,907418,6
71,56,127,-82818,11,8378.46,126,911091,12
70,57,127,-77896,26,8333.54,126,916375,28
69,58,127,-71979,29,8280.79,126,922730,30
68,59,127,-64540#,200#,8216#,126,930710#,210#
67,60,127,-55910#,300#,8142#,126,939980#,320#
66,61,127,-45310#,400#,8052#,126,951360#,430#
83,45,128,-27340#,300#,8010#,127,970650#,320#
82,46,128,-44390#,500#,8137#,127,952350#,540#
81,47,128,-54710#,300#,8211#,127,941270#,320#
80,48,128,-67238,6,8303.24,127,927817,7
79,49,128,-74190.1,1.3,8351.436,127,920353.6,1.4
78,50,128,-83361,18,8416.97,127,910508,19
77,51,128,-84630,19,8420.77,127,909146,20
76,52,128,-88993.8,0.7,8448.754,127,904461.2,0.8
75,53,128,-87738,4,8432.831,127,905809,4
74,54,128,-89860.534,0.005,8443.301,127,903530.753,0.006
73,55,128,-85932,5,8406.50,127,907748,6
72,56,128,-85369.2,1.6,8395.988,127,908352.4,1.7
71,57,128,-78630,50,8337.2,127,915590,60
70,58,128,-75534,28,8306.93,127,918910,30
69,59,128,-66331,30,8228.91,127,928790,30
68,60,128,-60530#,200#,8177#,127,935020#,220#
67,61,128,-48220#,300#,8075#,127,948230#,320#
66,62,128,-39150#,500#,7998#,127,957970#,540#
83,46,129,-37880#,600#,8086#,128,959330#,640#
82,47,129,-51870#,400#,8188#,128,944320#,430#
81,48,129,-63122,5,8269.53,128,932236,6
80,49,129,-72834.9,2.0,8338.759,128,921808.5,2.1
79,50,129,-80591,17,8392.82,128,913482,19
78,51,129,-84629,21,8418.06,128,909147,23
77,52,129,-87004.9,0.7,8430.410,128,906596.4,0.8
76,53,129,-88507,3,8435.991,128,904984,3
75,54,129,-88696.070,0.005,8431.390,128,904780.857,0.005
74,55,129,-87499,5,8416.05,128,906066,5
73,56,129,-85061,11,8391.08,128,908683,11
72,57,129,-81324,21,8356.04,128,912696,23
71,58,129,-76288,28,8310.94,128,918100,30
70,59,129,-69774,30,8254.38,128,925100,30
69,60,129,-62380#,200#,8191#,128,933040#,220#
68,61,129,-53180#,300#,8114#,128,942910#,320#
67,62,129,-42330#,500#,8023#,128,954560#,540#
84,46,130,-32730#,300#,8046#,129,964860#,320#
83,47,130,-45900#,420#,8142#,129,950730#,460#
82,48,130,-61118,22,8252.59,129,934388,24
81,49,130,-69906.5,1.8,8314.176,129,924952.3,1.9
80,50,130,-80132.2,1.9,8386.817,129,913974.5,2.0
79,51,130,-82286,14,8397.36,129,911663,15
78,52,130,-87352.960,0.011,8430.325,129,906222.745,0.012
77,53,130,-86936,3,8421.101,129,906670,3
76,54,130,-89880.474,0.009,8437.731,129,903509.347,0.010
75,55,130,-86900,8,8408.78,129,906709,9
74,56,130,-87256.78,0.29,8405.513,129,906326.0,0.3
73,57,130,-81627,26,8356.19,129,912369,28
72,58,130,-79423,28,8333.22,129,914740,30
71,59,130,-71180,60,8263.8,129,923590,70
70,60,130,-66596,28,8222.51,129,928510,30
69,61,130,-55470#,200#,8131#,129,940450#,220#
68,62,130,-47700#,400#,8065#,129,948790#,430#
67,63,130,-33510#,540#,7950#,129,964020#,580#
85,46,131,-25740#,300#,7993#,130,972370#,320#
84,47,131,-40750#,500#,8102#,130,956250#,540#
83,48,131,-55212,19,8206.12,130,940728,21
82,49,131,-68024.4,2.2,8297.954,130,926972.8,2.4
81,50,131,-77265,4,8362.518,130,917053,4
80,51,131,-81981.4,2.1,8392.553,130,911989.3,2.2
79,52,131,-85211.02,0.06,8411.234,130,908522.21,0.07
78,53,131,-87442.7,0.6,8422.298,130,906126.4,0.6
77,54,131,-88413.575,0.005,8423.737,130,905084.128,0.005
76,55,131,-88055.57,0.18,8415.032,130,905468.46,0.19
75,56,131,-86679.0,0.4,8398.551,130,906946.3,0.4
74,57,131,-83769,28,8370.37,130,910070,30
73,58,131,-79710,30,8333.40,130,914430,40
72,59,131,-74300,50,8286.1,130,920230,50
71,60,131,-67768,28,8230.30,130,927248,30
70,61,131,-59770#,200#,8163#,130,935830#,220#
69,62,131,-50280#,400#,8085#,130,946020#,430#
68,63,131,-39460#,400#,7996#,130,957630#,430#
85,47,132,-34400#,500#,8053#,131,963070#,540#
84,48,132,-50470,60,8169.1,131,945820,60
83,49,132,-62410,60,8253.7,131,933000,60
82,50,132,-76546.6,2.0,8354.873,131,917823.9,2.1
81,51,132,-79635.3,2.5,8372.345,131,914508.0,2.6
80,52,132,-85188,3,8408.486,131,908547,4
79,53,132,-85704,4,8406.46,131,907994,4
78,54,132,-89278.975,0.005,8427.623,131,904155.083,0.005
77,55,132,-87152.7,1.0,8405.588,131,906437.7,1.1
76,56,132,-88434.9,1.1,8409.375,131,905061.2,1.1
75,57,132,-83720,40,8367.76,131,910120,40
74,58,132,-82469,20,8352.32,131,911466,22
73,59,132,-75227,29,8291.54,131,919240,30
72,60,132,-71426,24,8256.81,131,923321,26
71,61,132,-61630#,150#,8177#,131,933840#,160#
70,62,132,-55140#,300#,8122#,131,940810#,320#
69,63,132,-42200#,400#,8018#,131,954700#,430#
86,47,133,-29080#,500#,8013#,132,968780#,540#
85,48,133,-44140#,200#,8121#,132,952610#,220#
84,49,133,-57690#,200#,8217#,132,938070#,220#
83,50,133,-70873.9,1.9,8310.089,132,923913.8,2.0
82,51,133,-78924,3,8364.730,132,915272,3
81,52,133,-82937.1,2.1,8389.025,132,910963.3,2.2
80,53,133,-85857,6,8405.10,132,907828,6
79,54,133,-87643.6,2.4,8412.648,132,905910.7,2.6
78,55,133,-88070.943,0.008,8409.979,132,905451.959,0.009
77,56,133,-87553.5,1.0,8400.206,132,906007.4,1.1
76,57,133,-85494,28,8378.84,132,908220,30
75,58,133,-82418,16,8349.83,132,911520,18
74,59,133,-77938,12,8310.26,132,916331,13
73,60,133,-72330,50,8262.2,132,922350,50
72,61,133,-65410,50,8204.3,132,929780,50
71,62,133,-57230#,300#,8137#,132,938560#,320#
70,63,133,-47240#,300#,8056#,132,949290#,320#
69,64,133,-36060#,500#,7966#,132,961290#,540#
86,48,134,-39460#,300#,8086#,133,957640#,320#
85,49,134,-51970#,200#,8173#,133,944210#,220#
84,50,134,-66434,3,8275.172,133,928680,3
83,51,134,-74019,3,8325.940,133,920537,3
82,52,134,-82533.8,2.7,8383.644,133,911396.4,2.9
81,53,134,-84043,5,8389.07,133,909776,5
80,54,134,-88125.834,0.006,8413.699,133,905393.030,0.006
79,55,134,-86891.165,0.016,8398.647,133,906718.502,0.018
78,56,134,-88950.00,0.25,8408.173,133,904508.25,0.27
77,57,134,-85219,20,8374.49,133,908514,21
76,58,134,-84833,20,8365.77,133,908928,22
75,59,134,-78528,20,8312.88,133,915697,22
74,60,134,-75646,12,8285.54,133,918790,13
73,61,134,-66760,40,8213.4,133,928330,50
72,62,134,-61380#,200#,8167#,133,934110#,210#
71,63,134,-49800#,300#,8075#,133,946540#,320#
70,64,134,-41530#,400#,8008#,133,955420#,430#
87,48,135,-32820#,400#,8036#,134,964770#,430#
86,49,135,-47110#,300#,8136#,134,949430#,320#
85,50,135,-60632,3,8230.688,134,934909,3
84,51,135,-69690.3,2.6,8291.989,134,925184.4,2.8
83,52,135,-77728.8,1.7,8345.738,134,916554.7,1.8
82,53,135,-83779.2,2.1,8384.761,134,910059.4,2.2
81,54,135,-86413,4,8398.478,134,907231,4
80,55,135,-87582.0,0.4,8401.339,134,905976.9,0.4
79,56,135,-87850.65,0.25,8397.534,134,905688.45,0.26
78,57,135,-86643,9,8382.80,134,906984,10
77,58,135,-84616,10,8361.99,134,909161,11
76,59,135,-80936,12,8328.93,134,913112,13
75,60,135,-76214,19,8288.15,134,918181,21
74,61,135,-70060,80,8236.8,134,924790,90
73,62,135,-62860,150,8177.6,134,932520,170
72,63,135,-54150#,200#,8107#,134,941870#,210#
71,64,135,-44250#,400#,8028#,134,952500#,430#
70,65,135,-33050#,400#,7939#,134,964520#,430#
87,49,136,-40970#,300#,8091#,135,956020#,320#
86,50,136,-56170#,200#,8197#,135,939700#,220#
85,51,136,-64507,6,8252.25,135,930749,6
84,52,136,-74425.3,2.3,8319.430,135,920101.2,2.4
83,53,136,-79545,14,8351.32,135,914605,15
82,54,136,-86429.170,0.007,8396.189,135,907214.474,0.007
81,55,136,-86338.9,1.9,8389.772,135,907311.4,2.0
80,56,136,-88887.08,0.24,8402.757,135,904575.80,0.26
79,57,136,-86040,50,8376.1,135,907630,60
78,58,136,-86508.5,0.3,8373.762,135,907129.3,0.3
77,59,136,-81340,11,8330.01,135,912677,12
76,60,136,-79199,12,8308.51,135,914976,13
75,61,136,-71170,70,8243.7,135,923600,70
74,62,136,-66811,12,8205.92,135,928276,13
73,63,136,-56240#,200#,8122#,135,939620#,210#
72,64,136,-49090#,300#,8064#,135,947300#,320#
71,65,136,-35900#,500#,7961#,135,961460#,540#
88,49,137,-35830#,400#,8053#,136,961540#,430#
87,50,137,-50150#,300#,8152#,136,946160#,320#
86,51,137,-60060,50,8218.5,136,935520,60
85,52,137,-69303.8,2.1,8280.236,136,925599.4,2.3
84,53,137,-76356,8,8326.00,136,918028,9
83,54,137,-82383.41,0.10,8364.287,136,911557.77,0.11
82,55,137,-86545.8,0.3,8388.958,136,907089.3,0.3
81,56,137,-87721.40,0.25,8391.829,136,905827.21,0.27
80,57,137,-87140.9,1.6,8381.881,136,906450.4,1.8
79,58,137,-85918.8,0.4,8367.250,136,907762.4,0.4
78,59,137,-83202,8,8341.71,136,910679,9
77,60,137,-79584,12,8309.59,136,914563,13
76,61,137,-74073,13,8263.65,136,920480,14
75,62,137,-67992,29,8213.55,136,927010,30
74,63,137,-60146,4,8150.57,136,935431,5
73,64,137,-51210#,300#,8080#,136,945020#,320#
72,65,137,-40970#,400#,7999#,136,956020#,430#
88,50,138,-45510#,400#,8118#,137,951140#,430#
87,51,138,-54650#,300#,8178#,137,941330#,320#
86,52,138,-65696,4,8252.579,137,929472,4
85,53,138,-71980,6,8292.45,137,922726,6
84,54,138,-79972.2,2.8,8344.691,137,914146,3
83,55,138,-82887,9,8360.14,137,911017,10
82,56,138,-88261.81,0.25,8393.422,137,905247.06,0.27
81,57,138,-86513.4,0.4,8375.083,137,907124.0,0.4
80,58,138,-87565.9,0.5,8377.041,137,905994.2,0.5
79,59,138,-83129,10,8339.22,137,910757,11
78,60,138,-82017,12,8325.49,137,911951,12
77,61,138,-74914,12,8268.36,137,919576,12
76,62,138,-71498,12,8237.93,137,923244,13
75,63,138,-61750,28,8161.62,137,933710,30
74,64,138,-55660#,200#,8112#,137,940250#,220#
73,65,138,-43600#,300#,8019#,137,953190#,320#
72,66,138,-34930#,500#,7950#,137,962500#,540#
89,50,139,-39310#,400#,8073#,138,957800#,430#
88,51,139,-50050#,400#,8144#,138,946270#,430#
87,52,139,-60205,4,8211.772,138,935367,4
86,53,139,-68471,4,8265.610,138,926493,4
85,54,139,-75644.6,2.1,8311.590,138,918792.2,2.3
84,55,139,-80701,3,8342.340,138,913364,3
83,56,139,-84913.92,0.25,8367.019,138,908841.16,0.27
82,57,139,-87222.4,0.6,8377.999,138,906362.9,0.7
81,58,139,-86957.7,2.1,8370.466,138,906647.0,2.2
80,59,139,-84829,4,8349.521,138,908933,4
79,60,139,-82017,28,8323.66,138,911951,30
78,61,139,-77501,14,8285.55,138,916799,15
77,62,139,-72380,11,8243.08,138,922297,12
76,63,139,-65398,13,8187.22,138,929792,14
75,64,139,-57630#,200#,8126#,138,938130#,210#
74,65,139,-48130#,300#,8052#,138,948330#,320#
73,66,139,-37700#,500#,7971#,138,959530#,540#
90,50,140,-34490#,300#,8038#,139,962970#,320#
89,51,140,-44390#,600#,8103#,139,952350#,640#
88,52,140,-56367,14,8183.36,139,939487,15
87,53,140,-63606,12,8229.47,139,931716,13
86,54,140,-72986.5,2.3,8290.888,139,921645.8,2.5
85,55,140,-77050,8,8314.32,139,917284,9
84,56,140,-83268,8,8353.15,139,910608,8
83,57,140,-84312.1,0.6,8355.020,139,909487.3,0.7
82,58,140,-88074.2,1.3,8376.304,139,905448.4,1.4
81,59,140,-84686,6,8346.52,139,909086,7
80,60,140,-84257,3,8337.864,139,909546,4
79,61,140,-78212,24,8289.10,139,916036,26
78,62,140,-75456,12,8263.82,139,918995,13
77,63,140,-66990,50,8197.7,139,928090,60
76,64,140,-61782,28,8154.98,139,933670,30
75,65,140,-50480,800,8069,139,945810,860
74,66,140,-42830#,400#,8008#,139,954020#,430#
73,67,140,-29320#,500#,7906#,139,968530#,540#
90,51,141,-39540#,500#,8069#,140,957550#,540#
89,52,141,-50670#,400#,8142#,140,945600#,430#
88,53,141,-59927,16,8202.26,140,935666,17
87,54,141,-68197.3,2.9,8255.365,140,926787,3
86,55,141,-74477,9,8294.36,140,920045,10
85,56,141,-79732,5,8326.08,140,914404,6
84,57,141,-82930,4,8343.205,140,910971,4
83,58,141,-85431.1,1.3,8355.396,140,908286.0,1.4
82,59,141,-86014.5,1.5,8353.985,140,907659.6,1.6
81,60,141,-84192,3,8335.507,140,909617,3
80,61,141,-80523,14,8303.94,140,913555,15
79,62,141,-75934,9,8265.85,140,918482,9
78,63,141,-69926,13,8217.69,140,924932,14
77,64,141,-63224,20,8164.61,140,932126,21
76,65,141,-54540,110,8097.5,140,941450,110
75,66,141,-45380#,300#,8027#,140,951280#,320#
74,67,141,-34360#,400#,7943#,140,963110#,430#
91,51,142,-33610#,300#,8027#,141,963920#,320#
90,52,142,-46550#,500#,8113#,141,950030#,540#
89,53,142,-54803,5,8165.25,141,941167,5
88,54,142,-65229.6,2.7,8233.170,141,929973.1,2.9
87,55,142,-70515,7,8264.88,141,924300,8
86,56,142,-77842,6,8310.97,141,916433,6
85,57,142,-80024,6,8320.83,141,914091,7
84,58,142,-84532.9,2.4,8347.070,141,909250.2,2.6
83,59,142,-83786.4,1.5,8336.303,141,910051.6,1.6
82,60,142,-85950.1,1.3,8346.031,141,907728.8,1.3
81,61,142,-81142,24,8306.66,141,912891,25
80,62,142,-78981.9,1.9,8285.941,141,915209.4,2.0
79,63,142,-71310,30,8226.40,141,923450,30
78,64,142,-66960,28,8190.26,141,928120,30
77,65,142,-56560,700,8112,141,939280,750
76,66,142,-50120#,730#,8061#,141,946190#,780#
75,67,142,-37250#,400#,7965#,141,960010#,430#
74,68,142,-27930#,500#,7893#,141,970020#,540#
91,52,143,-40530#,500#,8070#,142,956490#,540#
90,53,143,-50790#,200#,8137#,142,945480#,220#
89,54,143,-60203,5,8196.89,142,935370,5
88,55,143,-67676,8,8243.67,142,927347,8
87,56,143,-73937,7,8281.99,142,920625,7
86,57,143,-78171,7,8306.13,142,916079,8
85,58,143,-81606.4,2.4,8324.676,142,912392.0,2.6
84,59,143,-83068.2,1.8,8329.428,142,910822.6,1.9
83,60,143,-84002.3,1.3,8330.489,142,909819.8,1.3
82,61,143,-82960.7,2.9,8317.734,142,910938,3
81,62,143,-79517.1,2.7,8288.183,142,914634.8,3.0
80,63,143,-74241,11,8245.82,142,920299,12
79,64,143,-68230,200,8198.3,142,926750,220
78,65,143,-60420,50,8138.2,142,935140,60
77,66,143,-52169,13,8075.05,142,943994,14
76,67,143,-42050#,300#,7999#,142,954860#,320#
75,68,143,-31160#,400#,7917#,142,966550#,430#
92,52,144,-36220#,300#,8040#,143,961120#,320#
91,53,144,-45330#,400#,8098#,143,951340#,430#
90,54,144,-56872,5,8172.88,143,938945,6
89,55,144,-63271,20,8211.89,143,932075,22
88,56,144,-71767,7,8265.45,143,922955,8
87,57,144,-74850,13,8281.43,143,919646,14
86,58,144,-80431.9,2.8,8314.761,143,913653,3
85,59,144,-80750.6,2.7,8311.541,143,913310.7,2.9
84,60,144,-83748.0,1.3,8326.924,143,910092.8,1.3
83,61,144,-81416.1,2.9,8305.297,143,912596,3
82,62,144,-81965.6,1.5,8303.680,143,912006.3,1.6
81,63,144,-75619,11,8254.17,143,918819,12
80,64,144,-71760,28,8221.94,143,922960,30
79,65,144,-62368,28,8151.29,143,933050,30
78,66,144,-56570,7,8105.59,143,939270,8
77,67,144,-44610,8,8017.10,143,952110,9
76,68,144,-36610#,200#,7956#,143,960700#,210#
75,69,144,-22160#,400#,7850#,143,976210#,430#
93,52,145,-30010#,300#,7998#,144,967780#,320#
92,53,145,-41130#,500#,8069#,144,955850#,540#
91,54,145,-51493,11,8135.09,144,944720,12
90,55,145,-60054,9,8188.73,144,935529,10
89,56,145,-67516,8,8234.80,144,927518,9
88,57,145,-72835,12,8266.09,144,921808,13
87,58,145,-77070,30,8289.88,144,917270,40
86,59,145,-79626,7,8302.13,144,914518,8
85,60,145,-81432.0,1.3,8309.188,144,912579.2,1.4
84,61,145,-81267.5,2.8,8302.658,144,912756,3
83,62,145,-80651.4,1.5,8293.014,144,913417.2,1.6
82,63,145,-77992,3,8269.274,144,916273,3
81,64,145,-72927,20,8228.95,144,921710,21
80,65,145,-66400,110,8178.5,144,928720,120
79,66,145,-58243,7,8116.89,144,937474,7
78,67,145,-49120,7,8048.58,144,947267,8
77,68,145,-39240#,200#,7975#,144,957870#,220#
76,69,145,-27580#,200#,7889#,144,970390#,210#
93,53,146,-35540#,300#,8031#,145,961850#,320#
92,54,146,-47955,24,8110.42,145,948518,26
91,55,146,-55310.4,2.9,8155.437,145,940622,3
90,56,146,-64866.3,1.8,8215.529,145,930363.2,1.9
89,57,146,-69221.2,1.7,8239.999,145,925688.0,1.8
88,58,146,-75626,15,8278.51,145,918812,16
87,59,146,-76670,30,8280.33,145,917690,40
86,60,146,-80925.9,1.3,8304.093,145,913122.5,1.4
85,61,146,-79454,4,8288.655,145,914702,5
84,62,146,-80996,3,8293.858,145,913047,3
83,63,146,-77118,6,8261.93,145,917211,6
82,64,146,-76086,4,8249.507,145,918319,4
81,65,146,-67760,40,8187.1,145,927250,50
80,66,146,-62555,7,8146.11,145,932845,7
79,67,146,-51238,7,8063.24,145,944994,7
78,68,146,-44322,7,8010.51,145,952418,7
77,69,146,-31060#,200#,7914#,145,966660#,220#
94,53,147,-31200#,300#,8001#,146,966510#,320#
93,54,147,-42400#,200#,8072#,146,954480#,220#
92,55,147,-51920,8,8131.80,146,944262,9
91,56,147,-60264,20,8183.24,146,935304,21
90,57,147,-66678,11,8221.55,146,928418,12
89,58,147,-72014,9,8252.53,146,922690,9
88,59,147,-75444,16,8270.54,146,919007,17
87,60,147,-78146.8,1.3,8283.604,146,916106.0,1.4
86,61,147,-79042.0,1.3,8284.371,146,915144.9,1.4
85,62,147,-79266.0,1.3,8280.573,146,914904.4,1.4
84,63,147,-77544.6,2.6,8263.541,146,916752.4,2.8
83,64,147,-75356.9,1.9,8243.337,146,919101.0,2.0
82,65,147,-70743,8,8206.62,146,924055,9
81,66,147,-64196,9,8156.77,146,931083,10
80,67,147,-55757,5,8094.04,146,940142,5
79,68,147,-46610,40,8026.48,146,949960,40
78,69,147,-35974,7,7948.82,146,961380,7
94,54,148,-38650#,300#,8047#,147,958510#,320#
93,55,148,-46911,13,8097.55,147,949639,14
92,56,148,-57544.9,1.5,8164.112,147,938223.0,1.6
91,57,148,-62709,19,8193.72,147,932679,21
90,58,148,-70398,11,8240.39,147,924424,12
89,59,148,-72535,15,8249.54,147,922130,16
88,60,148,-77408.1,2.1,8277.178,147,916899.0,2.2
87,61,148,-76866,6,8268.23,147,917481,6
86,62,148,-79336.1,1.2,8279.633,147,914829.2,1.3
85,63,148,-76297,10,8253.82,147,918091,11
84,64,148,-76269.4,1.5,8248.340,147,918121.4,1.6
83,65,148,-70537,12,8204.32,147,924275,13
82,66,148,-67859,9,8180.94,147,927150,9
81,67,148,-57990,80,8109.0,147,937740,90
80,68,148,-51479,10,8059.69,147,944735,11
79,69,148,-38765,10,7968.50,147,958384,11
78,70,148,-30230#,400#,7906#,147,967550#,430#
95,54,149,-33000#,300#,8009#,148,964570#,320#
94,55,149,-43300#,400#,8073#,148,953520#,430#
93,56,149,-52830.6,2.5,8131.850,148,943284.0,2.7
92,57,149,-60220,200,8176.2,148,935350,210
91,58,149,-66670,10,8214.23,148,928427,11
90,59,149,-71039,10,8238.30,148,923736,11
89,60,149,-74375.5,2.1,8255.444,148,920154.6,2.2
88,61,149,-76064.4,2.2,8261.528,148,918341.5,2.3
87,62,149,-77135.9,1.2,8263.468,148,917191.2,1.2
86,63,149,-76441,4,8253.556,148,917937,4
85,64,149,-75127,3,8239.486,148,919348,4
84,65,149,-71489,4,8209.815,148,923254,4
83,66,149,-67694,9,8179.10,148,927328,10
82,67,149,-61646,12,8133.26,148,933820,13
81,68,149,-53742,28,8074.96,148,942310,30
80,69,149,-43940#,200#,8004#,148,952830#,220#
79,70,149,-33330#,300#,7927#,148,964220#,320#
96,54,150,-28990#,300#,7983#,149,968880#,320#
95,55,150,-38170#,400#,8039#,149,959020#,430#
94,56,150,-49890,6,8111.84,149,946441,6
93,57,150,-56311.1,2.5,8149.434,149,939547.5,2.7
92,58,150,-64847,12,8201.12,149,930384,13
91,59,150,-68301,9,8218.93,149,926676,10
90,60,150,-73680.0,1.1,8249.579,149,920901.3,1.2
89,61,150,-73597,20,8243.81,149,920990,22
88,62,150,-77051.3,1.1,8261.624,149,917282.0,1.2
87,63,150,-74792,6,8241.35,149,919707,7
86,64,150,-75764,6,8242.61,149,918664,7
85,65,150,-71106,7,8206.34,149,923665,8
84,66,150,-69310,4,8189.150,149,925593,5
83,67,150,-61946,14,8134.84,149,933498,15
82,68,150,-57831,17,8102.20,149,937916,18
81,69,150,-46490#,200#,8021#,149,950090#,210#
80,70,150,-38830#,300#,7965#,149,958310#,320#
79,71,150,-24770#,300#,7866#,149,973410#,320#
96,55,151,-34280#,500#,8013#,150,963200#,540#
95,56,151,-44940#,400#,8079#,150,951760#,430#
94,57,151,-53310,440,8129.0,150,942770,470
93,58,151,-61225,18,8176.28,150,934272,19
92,59,151,-66780,12,8207.88,150,928309,13
91,60,151,-70943.2,1.1,8230.274,150,923839.4,1.2
90,61,151,-73386,5,8241.27,150,921217,5
89,62,151,-74576.5,1.1,8243.973,150,919938.9,1.2
88,63,151,-74653.1,1.2,8239.300,150,919856.6,1.3
87,64,151,-74188.9,3.0,8231.045,150,920355,3
86,65,151,-71624,4,8208.874,150,923109,4
85,66,151,-68752,3,8184.679,150,926191,3
84,67,151,-63623,8,8145.53,150,931698,9
83,68,151,-58266,16,8104.87,150,937449,18
82,69,151,-50772,19,8050.06,150,945494,21
81,70,151,-41540,300,7983.8,150,955400,320
80,71,151,-30300#,300#,7904#,150,967470#,320#
97,55,152,-29130#,500#,7980#,151,968730#,540#
96,56,152,-41610#,400#,8057#,151,955330#,430#
95,57,152,-49290#,300#,8102#,151,947090#,320#
94,58,152,-58980#,200#,8161#,151,936680#,220#
93,59,152,-63758,19,8187.10,151,931553,20
92,60,152,-70150,24,8224.01,151,924691,26
91,61,152,-71254,26,8226.13,151,923505,28
90,62,152,-74763.0,1.0,8244.065,151,919738.6,1.1
89,63,152,-72888.5,1.2,8226.585,151,921751.0,1.3
88,64,152,-74707.3,1.0,8233.404,151,919798.4,1.1
87,65,152,-70720,40,8202.01,151,924080,40
86,66,152,-70118,5,8192.92,151,924725,5
85,67,152,-63605,13,8144.92,151,931718,13
84,68,152,-60500,9,8119.35,151,935050,9
83,69,152,-51720,50,8056.4,151,944480,60
82,70,152,-46270,150,8015.4,151,950330,160
81,71,152,-33420#,200#,7926#,151,964120#,210#
97,56,153,-36470#,400#,8023#,152,960850#,430#
96,57,153,-46060#,300#,8081#,152,950550#,320#
95,58,153,-54910#,200#,8134#,152,941050#,220#
94,59,153,-61568,12,8172.04,152,933904,13
93,60,153,-67330.4,2.7,8204.583,152,927717.9,2.9
92,61,153,-70648,9,8221.15,152,924156,10
91,62,153,-72560.1,1.0,8228.537,152,922103.6,1.1
90,63,153,-73367.5,1.2,8228.701,152,921236.8,1.3
89,64,153,-72882.9,1.0,8220.421,152,921756.9,1.1
88,65,153,-71314,4,8205.050,152,923442,4
87,66,153,-69143,4,8185.751,152,925772,4
86,67,153,-65012,5,8153.64,152,930207,5
85,68,153,-60467,9,8118.82,152,935086,10
84,69,153,-53973,12,8071.26,152,942058,13
83,70,153,-47160#,200#,8022#,152,949370#,220#
82,71,153,-38380,150,7959.1,152,958800,160
81,72,153,-27300#,300#,7882#,152,970690#,320#
98,56,154,-32920#,500#,8001#,153,964660#,540#
97,57,154,-41530#,300#,8051#,153,955420#,320#
96,58,154,-52220#,200#,8116#,153,943940#,220#
95,59,154,-57860,100,8147.3,153,937890,110
94,60,154,-65579.6,1.0,8192.349,153,929597.4,1.1
93,61,154,-68267,25,8204.72,153,926713,27
92,62,154,-72455.6,1.3,8226.838,153,922215.8,1.4
91,63,154,-71738.4,1.2,8217.101,153,922985.7,1.3
90,64,154,-73706.4,1.0,8224.800,153,920873.0,1.1
89,65,154,-70160,50,8196.67,153,924680,50
88,66,154,-70394,7,8193.13,153,924429,8
87,67,154,-64639,8,8150.68,153,930607,9
86,68,154,-62605,5,8132.39,153,932791,5
85,69,154,-54427,14,8074.21,153,941570,15
84,70,154,-49932,17,8039.94,153,946396,19
83,71,154,-39670#,200#,7968#,153,957420#,220#
82,72,154,-32730#,300#,7918#,153,964860#,320#
98,57,155,-37930#,400#,8028#,154,959280#,430#
97,58,155,-47780#,300#,8087#,154,948710#,320#
96,59,155,-55415,17,8131.04,154,940509,18
95,60,155,-62284,9,8170.31,154,933136,10
94,61,155,-66940,5,8195.30,154,928137,5
93,62,155,-70191.2,1.3,8211.226,154,924646.6,1.4
92,63,155,-71818.3,1.3,8216.676,154,922899.8,1.3
91,64,155,-72070.3,1.0,8213.254,154,922629.4,1.1
90,65,155,-71250,10,8202.92,154,923510,11
89,66,155,-69156,10,8184.36,154,925758,10
